Index,(2)A1:Size (bp),(2)A1:Intensity (mV),(3)B1:Size (bp),(3)B1:Intensity (mV),(4)C1:Size (bp),(4)C1:Intensity (mV),(5)D1:Size (bp),(5)D1:Intensity (mV)
5530,2302.15,0.61,2531.55,27.28,2720.00,0.07,2720.00,0.22
5531,2308.47,0.63,2538.89,29.55,2720.00,0.06,2720.00,0.16
5532,2314.82,0.62,2546.26,31.67,2720.00,0.08,2720.00,0.09
5533,2321.20,0.63,2553.67,33.95,2720.00,0.07,2720.00,0.10
5534,2327.60,0.66,2561.11,36.08,2720.00,0.09,2720.00,0.08
5535,2334.03,0.68,2568.58,38.07,2720.00,0.09,2720.00,0.09
5536,2340.49,0.75,2576.08,40.09,2720.00,0.05,2720.00,0.05
5537,2346.97,0.73,2583.61,41.96,2720.00,0.07,2720.00,0.04
5538,2353.48,0.78,2591.18,43.78,2720.00,0.08,2720.00,0.04
5539,2360.02,0.81,2598.78,45.41,2720.00,0.06,2720.00,0.03
5540,2366.58,0.96,2606.41,46.69,2720.00,0.05,2720.00,0.03
5541,2373.17,1.13,2614.07,47.87,2720.00,0.06,2720.00,0.03
5542,2379.79,1.27,2621.77,48.70,2720.00,0.07,2720.00,0.05
5543,2386.43,1.48,2629.50,49.48,2720.00,0.09,2720.00,0.03
5544,2393.11,1.72,2637.27,50.04,2720.00,0.10,2720.00,0.02
5545,2399.81,2.03,2645.06,50.52,2720.00,0.10,2720.00,0.00
5546,2406.54,2.43,2652.89,50.70,2720.00,0.10,2720.00,0.00
5547,2413.29,2.85,2660.76,50.68,2720.00,0.10,2720.00,0.02
5548,2420.08,3.33,2720.00,50.61,2720.00,0.07,2720.00,0.05
5549,2426.89,3.91,2720.00,50.26,2720.00,0.07,2720.00,0.05
5550,2433.73,4.56,2720.00,50.25,2720.00,0.07,2720.00,0.06
5551,2440.60,5.36,2720.00,49.79,2720.00,0.08,2720.00,0.07
5552,2447.50,6.23,2720.00,49.35,2720.00,0.06,2720.00,0.08
5553,2454.43,7.20,2720.00,48.50,2720.00,0.06,2720.00,0.06
5554,2461.39,8.26,2720.00,47.63,2720.00,0.08,2720.00,0.05
5555,2468.37,9.59,2720.00,46.68,2720.00,0.08,2720.00,0.04
5556,2475.39,11.18,2720.00,45.45,2720.00,0.05,2720.00,0.05
5557,2482.43,12.99,2720.00,43.96,2720.00,0.03,2720.00,0.02
5558,2489.51,14.91,2720.00,42.31,2720.00,0.08,2720.00,0.04
5559,2496.61,16.93,2720.00,40.64,2720.00,0.08,2720.00,0.04
5560,2503.75,19.05,2720.00,38.85,2720.00,0.06,2720.00,0.04
5561,2510.91,21.20,2720.00,37.08,2720.00,0.06,2720.00,0.00
5562,2518.11,23.52,2720.00,35.18,2720.00,0.08,2720.00,0.00
5563,2525.33,25.82,2720.00,33.16,2720.00,0.07,2720.00,0.00
5564,2532.59,28.13,2720.00,31.07,2720.00,0.08,2720.00,0.00
5565,2539.87,30.40,2720.00,29.04,2720.00,0.07,2720.00,0.00
5566,2547.19,32.70,2720.00,26.86,2720.00,0.08,2720.00,0.00
5567,2554.54,35.00,2720.00,24.65,2720.00,0.07,2720.00,0.00
5568,2561.92,37.32,2720.00,22.52,2720.00,0.08,2720.00,0.00
5569,2569.33,39.44,2720.00,20.39,2720.00,0.07,2720.00,0.02
5570,2576.77,41.50,2720.00,18.21,2720.00,0.07,2720.00,0.01
5571,2584.25,43.39,2720.00,16.38,2720.00,0.09,2720.00,0.01
5572,2591.75,45.13,2720.00,14.45,2720.00,0.09,2720.00,0.00
5573,2599.29,46.54,2720.00,12.94,2720.00,0.08,2720.00,0.00
5574,2606.86,47.87,2720.00,11.47,2720.00,0.04,2720.00,0.00
5575,2614.46,49.15,2720.00,10.13,2720.00,0.02,2720.00,0.00
5576,2622.09,50.24,2720.00,8.83,2720.00,0.04,2720.00,0.00
5577,2629.76,50.82,2720.00,7.72,2720.00,0.05,2720.00,0.00
5578,2637.46,51.43,2720.00,6.76,2720.00,0.01,2720.00,0.00
5579,2645.19,51.93,2720.00,5.88,2720.00,0.02,2720.00,0.00
5580,2652.96,52.26,2720.00,5.12,2720.00,0.04,2720.00,0.01
5581,2660.76,52.40,2720.00,4.52,2720.00,0.01,2720.00,0.00
5582,2720.00,52.31,2720.00,3.96,2720.00,0.03,2720.00,0.00
5583,2720.00,52.04,2720.00,3.45,2720.00,0.00,2720.00,0.00
5584,2720.00,51.54,2720.00,2.99,2720.00,0.01,2720.00,0.00
5585,2720.00,51.05,2720.00,2.65,2720.00,0.00,2720.00,0.00
5586,2720.00,50.45,2720.00,2.39,2720.00,0.02,2720.00,0.00
5587,2720.00,49.53,2720.00,2.12,2720.00,0.03,2720.00,0.00
5588,2720.00,48.67,2720.00,1.85,2720.00,0.04,2720.00,0.00
5589,2720.00,47.35,2720.00,1.68,2720.00,0.06,2720.00,0.00
5590,2720.00,45.73,2720.00,1.54,2720.00,0.05,2720.00,0.00
5591,2720.00,44.13,2720.00,1.38,2720.00,0.02,2720.00,0.00
5592,2720.00,42.79,2720.00,1.14,2720.00,0.02,2720.00,0.00
5593,2720.00,40.97,2720.00,1.01,2720.00,0.06,2720.00,0.00
5594,2720.00,39.03,2720.00,0.85,2720.00,0.09,2720.00,0.01
5595,2720.00,37.00,2720.00,0.79,2720.00,0.09,2720.00,0.02
5596,2720.00,34.85,2720.00,0.71,2720.00,0.06,2720.00,0.02
5597,2720.00,32.75,2720.00,0.69,2720.00,0.06,2720.00,0.02
5598,2720.00,30.60,2720.00,0.59,2720.00,0.06,2720.00,0.02
5599,2720.00,28.36,2720.00,0.53,2720.00,0.07,2720.00,0.01
5600,2720.00,25.92,2720.00,0.54,2720.00,0.06,2720.00,0.00
5601,2720.00,23.63,2720.00,0.50,2720.00,0.07,2720.00,0.00
5602,2720.00,21.43,2720.00,0.52,2720.00,0.05,2720.00,0.00
5603,2720.00,19.25,2720.00,0.48,2720.00,0.04,2720.00,0.00
5604,2720.00,17.19,2720.00,0.45,2720.00,0.05,2720.00,0.00
5605,2720.00,15.32,2720.00,0.47,2720.00,0.06,2720.00,0.00
5606,2720.00,13.74,2720.00,0.39,2720.00,0.04,2720.00,0.00
5607,2720.00,12.24,2720.00,0.36,2720.00,0.04,2720.00,0.01
5608,2720.00,10.77,2720.00,0.33,2720.00,0.03,2720.00,0.02
5609,2720.00,9.44,2720.00,0.29,2720.00,0.06,2720.00,0.02
5610,2720.00,8.34,2720.00,0.31,2720.00,0.07,2720.00,0.02
5611,2720.00,7.31,2720.00,0.29,2720.00,0.04,2720.00,0.02
5612,2720.00,6.33,2720.00,0.26,2720.00,0.06,2720.00,0.01
5613,2720.00,5.54,2720.00,0.21,2720.00,0.09,2720.00,0.02
5614,2720.00,4.86,2720.00,0.18,2720.00,0.10,2720.00,0.03
5615,2720.00,4.28,2720.00,0.16,2720.00,0.10,2720.00,0.04
5616,2720.00,3.72,2720.00,0.15,2720.00,0.09,2720.00,0.04
5617,2720.00,3.39,2720.00,0.16,2720.00,0.07,2720.00,0.06
5618,2720.00,3.03,2720.00,0.18,2720.00,0.09,2720.00,0.05
5619,2720.00,2.72,2720.00,0.20,2720.00,0.08,2720.00,0.06
5620,2720.00,2.42,2720.00,0.19,2720.00,0.04,2720.00,0.03
5621,2720.00,2.14,2720.00,0.11,2720.00,0.05,2720.00,0.01
5622,2720.00,1.81,2720.00,0.12,2720.00,0.09,2720.00,0.03
5623,2720.00,1.56,2720.00,0.12,2720.00,0.09,2720.00,0.03
5624,2720.00,1.36,2720.00,0.12,2720.00,0.07,2720.00,0.02
5625,2720.00,1.19,2720.00,0.12,2720.00,0.07,2720.00,0.01
5626,2720.00,0.99,2720.00,0.13,2720.00,0.09,2720.00,0.03
5627,2720.00,0.87,2720.00,0.13,2720.00,0.10,2720.00,0.03
5628,2720.00,0.73,2720.00,0.12,2720.00,0.08,2720.00,0.03
5629,2720.00,0.67,2720.00,0.11,2720.00,0.09,2720.00,0.04
5630,2720.00,0.62,2720.00,0.08,2720.00,0.10,2720.00,0.05
5631,2720.00,0.61,2720.00,0.08,2720.00,0.10,2720.00,0.07
5632,2720.00,0.59,2720.00,0.10,2720.00,0.06,2720.00,0.06
5633,2720.00,0.54,2720.00,0.09,2720.00,0.10,2720.00,0.03
5634,2720.00,0.45,2720.00,0.09,2720.00,0.11,2720.00,0.01
5635,2720.00,0.45,2720.00,0.06,2720.00,0.12,2720.00,0.00
5636,2720.00,0.45,2720.00,0.05,2720.00,0.12,2720.00,0.00
5637,2720.00,0.43,2720.00,0.05,2720.00,0.12,2720.00,0.00
5638,2720.00,0.48,2720.00,0.07,2720.00,0.09,2720.00,0.00
5639,2720.00,0.42,2720.00,0.05,2720.00,0.10,2720.00,0.00
5640,2720.00,0.42,2720.00,0.04,2720.00,0.16,2720.00,0.01
5641,2720.00,0.39,2720.00,0.03,2720.00,0.12,2720.00,0.00
5642,2720.00,0.36,2720.00,0.09,2720.00,0.10,2720.00,0.00
5643,2720.00,0.31,2720.00,0.09,2720.00,0.07,2720.00,0.00
5644,2720.00,0.26,2720.00,0.08,2720.00,0.07,2720.00,0.01
5645,2720.00,0.26,2720.00,0.04,2720.00,0.08,2720.00,0.00
5646,2720.00,0.20,2720.00,0.07,2720.00,0.06,2720.00,0.00
5647,2720.00,0.19,2720.00,0.04,2720.00,0.05,2720.00,0.00
5648,2720.00,0.19,2720.00,0.02,2720.00,0.06,2720.00,0.00
5649,2720.00,0.21,2720.00,0.00,2720.00,0.03,2720.00,0.00
5650,2720.00,0.20,2720.00,0.01,2720.00,0.04,2720.00,0.00
5651,2720.00,0.16,2720.00,0.00,2720.00,0.05,2720.00,0.00
5652,2720.00,0.13,2720.00,0.00,2720.00,0.02,2720.00,0.00
5653,2720.00,0.12,2720.00,0.00,2720.00,0.04,2720.00,0.00
5654,2720.00,0.11,2720.00,0.00,2720.00,0.08,2720.00,0.00
5655,2720.00,0.10,2720.00,0.00,2720.00,0.08,2720.00,0.00
5656,2720.00,0.08,2720.00,0.00,2720.00,0.06,2720.00,0.00
5657,2720.00,0.09,2720.00,0.01,2720.00,0.09,2720.00,0.00
5658,2720.00,0.10,2720.00,0.00,2720.00,0.10,2720.00,0.00
5659,2720.00,0.11,2720.00,0.00,2720.00,0.14,2720.00,0.02
5660,2720.00,0.08,2720.00,0.00,2720.00,0.08,2720.00,0.05
5661,2720.00,0.09,2720.00,0.00,2720.00,0.07,2720.00,0.05
5662,2720.00,0.15,2720.00,0.02,2720.00,0.06,2720.00,0.01
5663,2720.00,0.12,2720.00,0.03,2720.00,0.06,2720.00,0.00
5664,2720.00,0.10,2720.00,0.03,2720.00,0.06,2720.00,0.00
5665,2720.00,0.07,2720.00,0.06,2720.00,0.09,2720.00,0.00
5666,2720.00,0.08,2720.00,0.07,2720.00,0.10,2720.00,0.02
5667,2720.00,0.06,2720.00,0.07,2720.00,0.10,2720.00,0.03
5668,2720.00,0.06,2720.00,0.04,2720.00,0.08,2720.00,0.04
5669,2720.00,0.08,2720.00,0.01,2720.00,0.08,2720.00,0.06
5670,2720.00,0.09,2720.00,0.00,2720.00,0.05,2720.00,0.05
5671,2720.00,0.09,2720.00,0.00,2720.00,0.04,2720.00,0.06
5672,2720.00,0.11,2720.00,0.01,2720.00,0.08,2720.00,0.04
5673,2720.00,0.12,2720.00,0.01,2720.00,0.08,2720.00,0.02
5674,2720.00,0.17,2720.00,0.01,2720.00,0.08,2720.00,0.04
5675,2720.00,0.15,2720.00,0.04,2720.00,0.06,2720.00,0.06
5676,2720.00,0.13,2720.00,0.03,2720.00,0.07,2720.00,0.03
5677,2720.00,0.11,2720.00,0.03,2720.00,0.04,2720.00,0.05
5678,2720.00,0.11,2720.00,0.01,2720.00,0.05,2720.00,0.03
5679,2720.00,0.10,2720.00,0.04,2720.00,0.06,2720.00,0.01
5680,2720.00,0.12,2720.00,0.04,2720.00,0.03,2720.00,0.04
5681,2720.00,0.15,2720.00,0.05,2720.00,0.06,2720.00,0.05
5682,2720.00,0.11,2720.00,0.08,2720.00,0.07,2720.00,0.05
5683,2720.00,0.10,2720.00,0.12,2720.00,0.05,2720.00,0.01
5684,2720.00,0.07,2720.00,0.05,2720.00,0.04,2720.00,0.04
5685,2720.00,0.06,2720.00,0.06,2720.00,0.02,2720.00,0.01
5686,2720.00,0.06,2720.00,0.05,2720.00,0.04,2720.00,0.00
5687,2720.00,0.08,2720.00,0.05,2720.00,0.02,2720.00,0.00
5688,2720.00,0.07,2720.00,0.04,2720.00,0.04,2720.00,0.00
5689,2720.00,0.09,2720.00,0.04,2720.00,0.03,2720.00,0.00
5690,2720.00,0.11,2720.00,0.01,2720.00,0.01,2720.00,0.00
5691,2720.00,0.12,2720.00,0.00,2720.00,0.04,2720.00,0.00
5692,2720.00,0.12,2720.00,0.00,2720.00,0.03,2720.00,0.00
5693,2720.00,0.11,2720.00,0.00,2720.00,0.02,2720.00,0.00
5694,2720.00,0.11,2720.00,0.00,2720.00,0.00,2720.00,0.04
5695,2720.00,0.10,2720.00,0.04,2720.00,0.00,2720.00,0.03
5696,2720.00,0.09,2720.00,0.04,2720.00,0.01,2720.00,0.03
5697,2720.00,0.07,2720.00,0.06,2720.00,0.00,2720.00,0.03
5698,2720.00,0.06,2720.00,0.07,2720.00,0.04,2720.00,0.03
5699,2720.00,0.03,2720.00,0.05,2720.00,0.03,2720.00,0.03
5700,2720.00,0.06,2720.00,0.05,2720.00,0.02,2720.00,0.01
5701,2720.00,0.06,2720.00,0.04,2720.00,0.01,2720.00,0.03
5702,2720.00,0.05,2720.00,0.02,2720.00,0.00,2720.00,0.05
5703,2720.00,0.06,2720.00,0.03,2720.00,0.00,2720.00,0.06
5704,2720.00,0.03,2720.00,0.04,2720.00,0.00,2720.00,0.03
5705,2720.00,0.02,2720.00,0.05,2720.00,0.00,2720.00,0.01
5706,2720.00,0.04,2720.00,0.08,2720.00,0.00,2720.00,0.00
5707,2720.00,0.06,2720.00,0.07,2720.00,0.00,2720.00,0.00
5708,2720.00,0.05,2720.00,0.09,2720.00,0.02,2720.00,0.00
5709,2720.00,0.07,2720.00,0.09,2720.00,0.00,2720.00,0.00
5710,2720.00,0.05,2720.00,0.08,2720.00,0.04,2720.00,0.00
5711,2720.00,0.06,2720.00,0.09,2720.00,0.02,2720.00,0.00
5712,2720.00,0.08,2720.00,0.10,2720.00,0.01,2720.00,0.00
5713,2720.00,0.09,2720.00,0.08,2720.00,0.00,2720.00,0.00
5714,2720.00,0.10,2720.00,0.08,2720.00,0.00,2720.00,0.02
5715,2720.00,0.10,2720.00,0.10,2720.00,0.00,2720.00,0.03
5716,2720.00,0.10,2720.00,0.10,2720.00,0.00,2720.00,0.02
5717,2720.00,0.08,2720.00,0.09,2720.00,0.01,2720.00,0.02
5718,2720.00,0.08,2720.00,0.10,2720.00,0.05,2720.00,0.03
5719,2720.00,0.09,2720.00,0.08,2720.00,0.04,2720.00,0.00
5720,2720.00,0.10,2720.00,0.08,2720.00,0.04,2720.00,0.00
5721,2720.00,0.10,2720.00,0.07,2720.00,0.03,2720.00,0.00
5722,2720.00,0.08,2720.00,0.04,2720.00,0.08,2720.00,0.00
5723,2720.00,0.10,2720.00,0.04,2720.00,0.07,2720.00,0.00
5724,2720.00,0.08,2720.00,0.00,2720.00,0.08,2720.00,0.00
5725,2720.00,0.10,2720.00,0.00,2720.00,0.07,2720.00,0.00
5726,2720.00,0.14,2720.00,0.00,2720.00,0.10,2720.00,0.00
5727,2720.00,0.09,2720.00,0.00,2720.00,0.09,2720.00,0.00
5728,2720.00,0.08,2720.00,0.00,2720.00,0.08,2720.00,0.00
5729,2720.00,0.04,2720.00,0.04,2720.00,0.05,2720.00,0.00
5730,2720.00,0.08,2720.00,0.04,2720.00,0.01,2720.00,0.01
5731,2720.00,0.07,2720.00,0.05,2720.00,0.03,2720.00,0.02
5732,2720.00,0.06,2720.00,0.07,2720.00,0.00,2720.00,0.03
5733,2720.00,0.03,2720.00,0.05,2720.00,0.00,2720.00,0.00
5734,2720.00,0.01,2720.00,0.03,2720.00,0.00,2720.00,0.00
5735,2720.00,0.00,2720.00,0.03,2720.00,0.00,2720.00,0.00
5736,2720.00,0.00,2720.00,0.02,2720.00,0.00,2720.00,0.00
5737,2720.00,0.00,2720.00,0.01,2720.00,0.00,2720.00,0.00
5738,2720.00,0.00,2720.00,0.04,2720.00,0.06,2720.00,0.01
5739,2720.00,0.02,2720.00,0.02,2720.00,0.07,2720.00,0.03
5740,2720.00,0.05,2720.00,0.04,2720.00,0.05,2720.00,0.06
5741,2720.00,0.05,2720.00,0.02,2720.00,0.05,2720.00,0.06
5742,2720.00,0.02,2720.00,0.05,2720.00,0.02,2720.00,0.05
5743,2720.00,0.01,2720.00,0.04,2720.00,0.00,2720.00,0.03
5744,2720.00,0.01,2720.00,0.03,2720.00,0.00,2720.00,0.00
5745,2720.00,0.01,2720.00,0.03,2720.00,0.00,2720.00,0.00
5746,2720.00,0.00,2720.00,0.02,2720.00,0.01,2720.00,0.00
5747,2720.00,0.00,2720.00,0.00,2720.00,0.01,2720.00,0.00
5748,2720.00,0.00,2720.00,0.02,2720.00,0.04,2720.00,0.00
5749,2720.00,0.00,2720.00,0.03,2720.00,0.04,2720.00,0.00
5750,2720.00,0.00,2720.00,0.05,2720.00,0.06,2720.00,0.00
5751,2720.00,0.00,2720.00,0.03,2720.00,0.05,2720.00,0.00
5752,2720.00,0.03,2720.00,0.06,2720.00,0.05,2720.00,0.00
5753,2720.00,0.02,2720.00,0.06,2720.00,0.07,2720.00,0.00
5754,2720.00,0.00,2720.00,0.06,2720.00,0.05,2720.00,0.02
5755,2720.00,0.00,2720.00,0.08,2720.00,0.05,2720.00,0.03
5756,2720.00,0.00,2720.00,0.08,2720.00,0.05,2720.00,0.01
5757,2720.00,0.00,2720.00,0.06,2720.00,0.07,2720.00,0.00
5758,2720.00,0.02,2720.00,0.03,2720.00,0.05,2720.00,0.00
5759,2720.00,0.04,2720.00,0.03,2720.00,0.05,2720.00,0.00
5760,2720.00,0.03,2720.00,0.04,2720.00,0.05,2720.00,0.00
5761,2720.00,0.03,2720.00,0.00,2720.00,0.05,2720.00,0.04
5762,2720.00,0.03,2720.00,0.00,2720.00,0.08,2720.00,0.06
5763,2720.00,0.03,2720.00,0.00,2720.00,0.07,2720.00,0.05
5764,2720.00,0.03,2720.00,0.00,2720.00,0.04,2720.00,0.03
5765,2720.00,0.04,2720.00,0.00,2720.00,0.02,2720.00,0.06
5766,2720.00,0.07,2720.00,0.00,2720.00,0.02,2720.00,0.05
5767,2720.00,0.06,2720.00,0.02,2720.00,0.06,2720.00,0.06
5768,2720.00,0.07,2720.00,0.01,2720.00,0.06,2720.00,0.03
5769,2720.00,0.05,2720.00,0.02,2720.00,0.05,2720.00,0.01
5770,2720.00,0.05,2720.00,0.01,2720.00,0.07,2720.00,0.00
5771,2720.00,0.03,2720.00,0.05,2720.00,0.06,2720.00,0.02
5772,2720.00,0.01,2720.00,0.04,2720.00,0.01,2720.00,0.03
5773,2720.00,0.03,2720.00,0.03,2720.00,0.02,2720.00,0.04
5774,2720.00,0.05,2720.00,0.01,2720.00,0.00,2720.00,0.06
5775,2720.00,0.07,2720.00,0.02,2720.00,0.00,2720.00,0.05
5776,2720.00,0.07,2720.00,0.02,2720.00,0.00,2720.00,0.06
5777,2720.00,0.07,2720.00,0.01,2720.00,0.02,2720.00,0.03
5778,2720.00,0.13,2720.00,0.01,2720.00,0.03,2720.00,0.00
5779,2720.00,0.09,2720.00,0.00,2720.00,0.04,2720.00,0.00
5780,2720.00,0.03,2720.00,0.00,2720.00,0.05,2720.00,0.00
5781,2720.00,0.02,2720.00,0.00,2720.00,0.03,2720.00,0.00
5782,2720.00,0.05,2720.00,0.00,2720.00,0.02,2720.00,0.00
5783,2720.00,0.03,2720.00,0.00,2720.00,0.01,2720.00,0.00
5784,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.00
5785,2720.00,0.03,2720.00,0.01,2720.00,0.00,2720.00,0.00
5786,2720.00,0.03,2720.00,0.03,2720.00,0.00,2720.00,0.01
5787,2720.00,0.04,2720.00,0.03,2720.00,0.00,2720.00,0.02
5788,2720.00,0.01,2720.00,0.05,2720.00,0.00,2720.00,0.00
5789,2720.00,0.00,2720.00,0.02,2720.00,0.02,2720.00,0.00
5790,2720.00,0.00,2720.00,0.02,2720.00,0.01,2720.00,0.00
5791,2720.00,0.00,2720.00,0.02,2720.00,0.00,2720.00,0.00
5792,2720.00,0.00,2720.00,0.02,2720.00,0.02,2720.00,0.00
5793,2720.00,0.01,2720.00,0.03,2720.00,0.03,2720.00,0.00
5794,2720.00,0.01,2720.00,0.03,2720.00,0.00,2720.00,0.01
5795,2720.00,0.02,2720.00,0.02,2720.00,0.01,2720.00,0.01
5796,2720.00,0.01,2720.00,0.02,2720.00,0.00,2720.00,0.00
5797,2720.00,0.05,2720.00,0.01,2720.00,0.01,2720.00,0.02
5798,2720.00,0.06,2720.00,0.00,2720.00,0.02,2720.00,0.03
5799,2720.00,0.05,2720.00,0.00,2720.00,0.01,2720.00,0.04
5800,2720.00,0.05,2720.00,0.00,2720.00,0.05,2720.00,0.05
5801,2720.00,0.06,2720.00,0.00,2720.00,0.05,2720.00,0.04
5802,2720.00,0.06,2720.00,0.00,2720.00,0.00,2720.00,0.00
5803,2720.00,0.03,2720.00,0.00,2720.00,0.01,2720.00,0.00
5804,2720.00,0.06,2720.00,0.00,2720.00,0.03,2720.00,0.00
5805,2720.00,0.05,2720.00,0.00,2720.00,0.00,2720.00,0.00
5806,2720.00,0.05,2720.00,0.00,2720.00,0.00,2720.00,0.00
5807,2720.00,0.02,2720.00,0.03,2720.00,0.00,2720.00,0.01
5808,2720.00,0.05,2720.00,0.01,2720.00,0.00,2720.00,0.00
5809,2720.00,0.03,2720.00,0.00,2720.00,0.02,2720.00,0.00
5810,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.00
5811,2720.00,0.03,2720.00,0.01,2720.00,0.00,2720.00,0.01
5812,2720.00,0.00,2720.00,0.01,2720.00,0.03,2720.00,0.02
5813,2720.00,0.01,2720.00,0.02,2720.00,0.01,2720.00,0.02
5814,2720.00,0.01,2720.00,0.02,2720.00,0.00,2720.00,0.01
5815,2720.00,0.04,2720.00,0.02,2720.00,0.00,2720.00,0.00
5816,2720.00,0.04,2720.00,0.01,2720.00,0.01,2720.00,0.03
5817,2720.00,0.02,2720.00,0.03,2720.00,0.00,2720.00,0.04
5818,2720.00,0.04,2720.00,0.06,2720.00,0.00,2720.00,0.03
5819,2720.00,0.07,2720.00,0.05,2720.00,0.00,2720.00,0.02
5820,2720.00,0.06,2720.00,0.04,2720.00,0.00,2720.00,0.01
5821,2720.00,0.07,2720.00,0.04,2720.00,0.00,2720.00,0.00
5822,2720.00,0.07,2720.00,0.04,2720.00,0.00,2720.00,0.00
5823,2720.00,0.05,2720.00,0.04,2720.00,0.00,2720.00,0.00
5824,2720.00,0.04,2720.00,0.06,2720.00,0.00,2720.00,0.00
5825,2720.00,0.03,2720.00,0.04,2720.00,0.00,2720.00,0.00
5826,2720.00,0.04,2720.00,0.02,2720.00,0.00,2720.00,0.00
5827,2720.00,0.00,2720.00,0.04,2720.00,0.00,2720.00,0.00
5828,2720.00,0.01,2720.00,0.02,2720.00,0.00,2720.00,0.01
5829,2720.00,0.01,2720.00,0.01,2720.00,0.00,2720.00,0.02
5830,2720.00,0.03,2720.00,0.05,2720.00,0.02,2720.00,0.00
5831,2720.00,0.05,2720.00,0.03,2720.00,0.01,2720.00,0.00
5832,2720.00,0.03,2720.00,0.02,2720.00,0.00,2720.00,0.00
5833,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.00
5834,2720.00,0.02,2720.00,0.00,2720.00,0.02,2720.00,0.00
5835,2720.00,0.05,2720.00,0.00,2720.00,0.00,2720.00,0.00
5836,2720.00,0.09,2720.00,0.02,2720.00,0.00,2720.00,0.00
5837,2720.00,0.12,2720.00,0.00,2720.00,0.00,2720.00,0.00
5838,2720.00,0.05,2720.00,0.01,2720.00,0.00,2720.00,0.00
5839,2720.00,0.04,2720.00,0.05,2720.00,0.00,2720.00,0.01
5840,2720.00,0.04,2720.00,0.06,2720.00,0.05,2720.00,0.02
5841,2720.00,0.08,2720.00,0.05,2720.00,0.05,2720.00,0.02
5842,2720.00,0.10,2720.00,0.04,2720.00,0.02,2720.00,0.01
5843,2720.00,0.15,2720.00,0.04,2720.00,0.01,2720.00,0.00
5844,2720.00,0.10,2720.00,0.06,2720.00,0.04,2720.00,0.02
5845,2720.00,0.12,2720.00,0.03,2720.00,0.05,2720.00,0.03
5846,2720.00,0.03,2720.00,0.06,2720.00,0.02,2720.00,0.03
5847,2720.00,0.03,2720.00,0.04,2720.00,0.00,2720.00,0.03
5848,2720.00,0.02,2720.00,0.01,2720.00,0.01,2720.00,0.04
5849,2720.00,0.04,2720.00,0.01,2720.00,0.01,2720.00,0.04
5850,2720.00,0.07,2720.00,0.00,2720.00,0.05,2720.00,0.00
5851,2720.00,0.06,2720.00,0.00,2720.00,0.04,2720.00,0.00
5852,2720.00,0.07,2720.00,0.00,2720.00,0.03,2720.00,0.01
5853,2720.00,0.06,2720.00,0.02,2720.00,0.02,2720.00,0.02
5854,2720.00,0.03,2720.00,0.04,2720.00,0.03,2720.00,0.01
5855,2720.00,0.02,2720.00,0.06,2720.00,0.00,2720.00,0.05
5856,2720.00,0.01,2720.00,0.07,2720.00,0.00,2720.00,0.05
5857,2720.00,0.00,2720.00,0.05,2720.00,0.00,2720.00,0.02
5858,2720.00,0.02,2720.00,0.03,2720.00,0.00,2720.00,0.04
5859,2720.00,0.00,2720.00,0.02,2720.00,0.00,2720.00,0.01
5860,2720.00,0.00,2720.00,0.05,2720.00,0.01,2720.00,0.02
5861,2720.00,0.00,2720.00,0.04,2720.00,0.01,2720.00,0.02
5862,2720.00,0.00,2720.00,0.03,2720.00,0.00,2720.00,0.01
5863,2720.00,0.00,2720.00,0.02,2720.00,0.01,2720.00,0.00
5864,2720.00,0.00,2720.00,0.00,2720.00,0.03,2720.00,0.00
5865,2720.00,0.00,2720.00,0.01,2720.00,0.04,2720.00,0.00
5866,2720.00,0.00,2720.00,0.00,2720.00,0.03,2720.00,0.00
5867,2720.00,0.00,2720.00,0.00,2720.00,0.02,2720.00,0.00
5868,2720.00,0.00,2720.00,0.00,2720.00,0.01,2720.00,0.00
5869,2720.00,0.00,2720.00,0.00,2720.00,0.03,2720.00,0.00
5870,2720.00,0.00,2720.00,0.00,2720.00,0.03,2720.00,0.00
5871,2720.00,0.00,2720.00,0.00,2720.00,0.04,2720.00,0.00
5872,2720.00,0.03,2720.00,0.00,2720.00,0.04,2720.00,0.01
5873,2720.00,0.03,2720.00,0.00,2720.00,0.05,2720.00,0.01
5874,2720.00,0.04,2720.00,0.02,2720.00,0.02,2720.00,0.00
5875,2720.00,0.06,2720.00,0.04,2720.00,0.00,2720.00,0.02
5876,2720.00,0.05,2720.00,0.01,2720.00,0.00,2720.00,0.02
5877,2720.00,0.02,2720.00,0.02,2720.00,0.02,2720.00,0.03
5878,2720.00,0.02,2720.00,0.03,2720.00,0.05,2720.00,0.08
5879,2720.00,0.02,2720.00,0.03,2720.00,0.03,2720.00,0.08
5880,2720.00,0.01,2720.00,0.03,2720.00,0.02,2720.00,0.07
5881,2720.00,0.01,2720.00,0.03,2720.00,0.01,2720.00,0.04
5882,2720.00,0.05,2720.00,0.04,2720.00,0.06,2720.00,0.02
5883,2720.00,0.06,2720.00,0.06,2720.00,0.06,2720.00,0.00
5884,2720.00,0.02,2720.00,0.04,2720.00,0.04,2720.00,0.01
5885,2720.00,0.04,2720.00,0.03,2720.00,0.02,2720.00,0.00
