Index,(2)A1:Size (bp),(2)A1:Intensity (mV),(3)B1:Size (bp),(3)B1:Intensity (mV),(4)C1:Size (bp),(4)C1:Intensity (mV),(5)D1:Size (bp),(5)D1:Intensity (mV)
402,0.00,0.07,0.00,0.03,0.00,0.04,0.00,0.04
403,0.00,0.06,0.00,0.06,0.00,0.05,0.00,0.04
404,0.00,0.05,0.00,0.05,0.00,0.05,0.00,0.03
405,0.00,0.02,0.00,0.05,0.00,0.05,0.00,0.06
406,0.00,0.02,0.00,0.07,0.00,0.08,0.00,0.05
407,0.00,0.00,0.00,0.05,0.00,0.07,0.00,0.05
408,0.00,0.00,0.00,0.05,0.00,0.06,0.00,0.05
409,0.00,0.00,0.00,0.04,0.00,0.08,0.00,0.06
410,0.00,0.02,0.00,0.02,0.00,0.12,0.00,0.05
411,0.00,0.01,0.00,0.01,0.00,0.07,0.00,0.06
412,0.00,0.02,0.00,0.03,0.00,0.02,0.00,0.02
413,0.00,0.01,0.00,0.03,0.00,0.02,0.00,0.03
414,0.00,0.00,0.00,0.06,0.00,0.03,0.00,0.04
415,0.00,0.00,0.00,0.05,0.00,0.07,0.00,0.01
416,0.00,0.00,0.00,0.04,0.00,0.07,0.00,0.01
417,0.00,0.00,0.00,0.05,0.00,0.08,0.00,0.00
418,0.00,0.01,0.00,0.07,0.00,0.06,0.00,0.00
419,0.00,0.00,0.00,0.07,0.00,0.06,0.00,0.00
420,0.00,0.01,0.00,0.04,0.00,0.07,0.00,0.00
421,0.00,0.00,0.00,0.02,0.00,0.05,0.00,0.01
422,0.00,0.00,0.00,0.04,0.00,0.04,0.00,0.01
423,0.00,0.03,0.00,0.04,0.00,0.04,0.00,0.02
424,0.00,0.03,0.00,0.06,0.00,0.04,0.00,0.02
425,0.00,0.03,0.00,0.03,0.00,0.05,0.00,0.01
426,0.00,0.08,0.00,0.05,0.00,0.15,0.00,0.00
427,0.00,0.04,0.00,0.06,0.00,0.14,0.00,0.00
428,0.00,0.03,0.00,0.09,0.00,0.15,0.00,0.00
429,0.00,0.05,0.00,0.09,0.00,0.07,0.00,0.00
430,0.00,0.05,0.00,0.08,0.00,0.05,0.00,0.00
431,0.00,0.07,0.00,0.05,0.00,0.02,0.00,0.01
432,0.00,0.11,0.00,0.08,0.00,0.06,0.00,0.02
433,0.00,0.08,0.00,0.07,0.00,0.06,0.00,0.03
434,0.00,0.11,0.00,0.04,0.00,0.06,0.00,0.04
435,0.00,0.14,0.00,0.03,0.00,0.06,0.00,0.05
436,0.00,0.10,0.00,0.01,0.00,0.09,0.00,0.02
437,0.00,0.10,0.00,0.03,0.00,0.08,0.00,0.03
438,0.00,0.08,0.00,0.05,0.00,0.08,0.00,0.03
439,0.00,0.07,0.00,0.03,0.00,0.05,0.00,0.03
440,0.00,0.07,0.00,0.00,0.00,0.04,0.00,0.03
441,0.00,0.05,0.00,0.02,0.00,0.03,0.00,0.04
442,0.00,0.03,0.00,0.03,0.00,0.02,0.00,0.00
443,0.00,0.03,0.00,0.05,0.00,0.01,0.00,0.01
444,0.00,0.03,0.00,0.02,0.00,0.00,0.00,0.01
445,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01
446,0.00,0.03,0.00,0.00,0.00,0.01,0.00,0.00
447,0.00,0.03,0.00,0.01,0.00,0.05,0.00,0.00
448,0.00,0.00,0.00,0.02,0.00,0.05,0.00,0.00
449,0.00,0.02,0.00,0.02,0.00,0.07,0.00,0.00
450,0.00,0.06,0.00,0.02,0.00,0.06,0.00,0.01
451,0.00,0.08,0.00,0.00,0.00,0.08,0.00,0.00
452,0.00,0.07,0.00,0.02,0.00,0.08,0.00,0.00
453,0.00,0.08,0.00,0.03,0.00,0.05,0.00,0.00
454,0.00,0.12,0.00,0.04,0.00,0.06,0.00,0.03
455,0.00,0.08,0.00,0.06,0.00,0.08,0.00,0.01
456,0.00,0.03,0.00,0.05,0.00,0.07,0.00,0.05
457,0.00,0.02,0.00,0.02,0.00,0.09,0.00,0.05
458,0.00,0.00,0.00,0.01,0.00,0.10,0.00,0.00
459,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00
460,0.00,0.00,0.00,0.02,0.00,0.08,0.00,0.05
461,0.00,0.00,0.00,0.04,0.00,0.08,0.00,0.05
462,0.00,0.00,0.00,0.02,0.00,0.04,0.00,0.05
463,0.00,0.01,0.00,0.00,0.00,0.06,0.00,0.07
464,0.00,0.00,0.00,0.02,0.00,0.04,0.00,0.06
465,0.00,0.01,0.00,0.01,0.00,0.04,0.00,0.06
466,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.07
467,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.06
468,0.00,0.03,0.00,0.04,0.00,0.00,0.00,0.04
469,0.00,0.04,0.00,0.05,0.00,0.00,0.00,0.07
470,0.00,0.03,0.00,0.06,0.00,0.01,0.00,0.07
471,0.00,0.05,0.00,0.07,0.00,0.04,0.00,0.09
472,0.00,0.04,0.00,0.06,0.00,0.06,0.00,0.08
473,0.00,0.08,0.00,0.01,0.00,0.12,0.00,0.06
474,0.00,0.04,0.00,0.00,0.00,0.09,0.00,0.07
475,0.00,0.02,0.00,0.01,0.00,0.08,0.00,0.06
476,0.00,0.01,0.00,0.02,0.00,0.07,0.00,0.02
477,0.00,0.01,0.00,0.02,0.00,0.06,0.00,0.02
478,0.00,0.01,0.00,0.03,0.00,0.06,0.00,0.00
479,0.00,0.02,0.00,0.04,0.00,0.07,0.00,0.00
480,0.00,0.04,0.00,0.07,0.00,0.03,0.00,0.00
481,0.00,0.05,0.00,0.05,0.00,0.02,0.00,0.00
482,0.00,0.06,0.00,0.05,0.00,0.04,0.00,0.00
483,0.00,0.06,0.00,0.05,0.00,0.05,0.00,0.00
484,0.00,0.05,0.00,0.07,0.00,0.04,0.00,0.00
485,0.00,0.06,0.00,0.06,0.00,0.00,0.00,0.00
486,0.00,0.06,0.00,0.05,0.00,0.02,0.00,0.01
487,0.00,0.06,0.00,0.04,0.00,0.03,0.00,0.01
488,0.00,0.04,0.00,0.05,0.00,0.00,0.00,0.01
489,0.00,0.05,0.00,0.00,0.00,0.02,0.00,0.01
490,0.00,0.09,0.00,0.00,0.00,0.08,0.00,0.01
491,0.00,0.04,0.00,0.00,0.00,0.10,0.00,0.00
492,0.00,0.02,0.00,0.00,0.00,0.08,0.00,0.02
493,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00
494,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00
495,0.00,0.00,0.00,0.04,0.00,0.08,0.00,0.01
496,0.00,0.03,0.00,0.03,0.00,0.09,0.00,0.02
497,0.00,0.05,0.00,0.06,0.00,0.09,0.00,0.03
498,0.00,0.06,0.00,0.05,0.00,0.07,0.00,0.03
499,0.00,0.07,0.00,0.06,0.00,0.05,0.00,0.04
500,0.00,0.06,0.00,0.08,0.00,0.02,0.00,0.05
501,0.00,0.04,0.00,0.06,0.00,0.05,0.00,0.06
502,0.00,0.05,0.00,0.02,0.00,0.09,0.00,0.04
503,0.00,0.03,0.00,0.02,0.00,0.09,0.00,0.04
504,0.00,0.05,0.00,0.07,0.00,0.08,0.00,0.05
505,0.00,0.04,0.00,0.09,0.00,0.04,0.00,0.06
506,0.00,0.04,0.00,0.09,0.00,0.05,0.00,0.01
507,0.00,0.03,0.00,0.09,0.00,0.05,0.00,0.01
508,0.00,0.00,0.00,0.08,0.00,0.06,0.00,0.05
509,0.00,0.00,0.00,0.04,0.00,0.09,0.00,0.04
510,0.00,0.01,0.00,0.00,0.00,0.10,0.00,0.05
511,0.00,0.02,0.00,0.00,0.00,0.11,0.00,0.02
512,0.00,0.00,0.00,0.01,0.00,0.11,0.00,0.05
513,0.00,0.00,0.00,0.04,0.00,0.10,0.00,0.02
514,0.00,0.03,0.00,0.06,0.00,0.08,0.00,0.00
515,0.00,0.03,0.00,0.05,0.00,0.08,0.00,0.00
516,0.00,0.00,0.00,0.04,0.00,0.08,0.00,0.01
517,0.00,0.00,0.00,0.02,0.00,0.04,0.00,0.00
518,0.00,0.03,0.00,0.00,0.00,0.06,0.00,0.00
519,0.00,0.03,0.00,0.00,0.00,0.07,0.00,0.03
520,0.00,0.00,0.00,0.02,0.00,0.06,0.00,0.00
521,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.02
522,0.00,0.01,0.00,0.00,0.00,0.05,0.00,0.03
523,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.04
524,0.00,0.00,0.00,0.02,0.00,0.06,0.00,0.03
525,0.00,0.00,0.00,0.03,0.00,0.04,0.00,0.04
526,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.04
527,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.05
528,0.00,0.04,0.00,0.00,0.00,0.03,0.00,0.01
529,0.00,0.02,0.00,0.00,0.00,0.06,0.00,0.03
530,0.00,0.04,0.00,0.00,0.00,0.05,0.00,0.05
531,0.00,0.02,0.00,0.00,0.00,0.06,0.00,0.05
532,0.00,0.02,0.00,0.03,0.00,0.08,0.00,0.00
533,0.00,0.03,0.00,0.01,0.00,0.07,0.00,0.00
534,0.00,0.09,0.00,0.03,0.00,0.09,0.00,0.00
535,0.00,0.05,0.00,0.05,0.00,0.09,0.00,0.00
536,0.00,0.03,0.00,0.08,0.00,0.06,0.00,0.01
537,0.00,0.03,0.00,0.09,0.00,0.10,0.00,0.04
538,0.00,0.00,0.00,0.09,0.00,0.15,0.00,0.05
539,0.00,0.00,0.00,0.09,0.00,0.11,0.00,0.07
540,0.00,0.02,0.00,0.07,0.00,0.10,0.00,0.05
541,0.00,0.02,0.00,0.06,0.00,0.08,0.00,0.03
542,0.00,0.04,0.00,0.05,0.00,0.08,0.00,0.01
543,0.00,0.04,0.00,0.04,0.00,0.09,0.00,0.00
544,0.00,0.05,0.00,0.08,0.00,0.09,0.00,0.00
545,0.00,0.10,0.00,0.10,0.00,0.07,0.00,0.00
546,0.00,0.07,0.00,0.11,0.00,0.06,0.00,0.05
547,0.00,0.06,0.00,0.11,0.00,0.06,0.00,0.05
548,0.00,0.07,0.00,0.10,0.00,0.08,0.00,0.06
549,0.00,0.05,0.00,0.08,0.00,0.08,0.00,0.04
550,0.00,0.07,0.00,0.06,0.00,0.07,0.00,0.03
551,0.00,0.06,0.00,0.07,0.00,0.05,0.00,0.02
552,0.00,0.04,0.00,0.04,0.00,0.03,0.00,0.06
553,0.00,0.05,0.00,0.06,0.00,0.07,0.00,0.07
554,0.00,0.06,0.00,0.05,0.00,0.04,0.00,0.10
555,0.00,0.06,0.00,0.05,0.00,0.08,0.00,0.11
556,0.00,0.04,0.00,0.06,0.00,0.09,0.00,0.11
557,0.00,0.00,0.00,0.05,0.00,0.08,0.00,0.09
558,0.00,0.02,0.00,0.03,0.00,0.05,0.00,0.04
559,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.01
560,0.00,0.04,0.00,0.05,0.00,0.08,0.00,0.02
561,0.00,0.06,0.00,0.05,0.00,0.09,0.00,0.00
562,0.00,0.07,0.00,0.08,0.00,0.10,0.00,0.00
563,0.00,0.12,0.00,0.08,0.00,0.09,0.00,0.00
564,0.00,0.06,0.00,0.04,0.00,0.08,0.00,0.00
565,0.00,0.07,0.00,0.07,0.00,0.05,0.00,0.00
566,0.00,0.06,0.00,0.05,0.00,0.01,0.00,0.00
567,0.00,0.03,0.00,0.05,0.00,0.01,0.00,0.00
568,0.00,0.02,0.00,0.04,0.00,0.00,0.00,0.00
569,0.00,0.03,0.00,0.05,0.00,0.01,0.00,0.00
570,0.00,0.06,0.00,0.01,0.00,0.01,0.00,0.02
571,0.00,0.06,0.00,0.02,0.00,0.00,0.00,0.02
572,0.00,0.06,0.00,0.02,0.00,0.02,0.00,0.02
573,0.00,0.05,0.00,0.01,0.00,0.02,0.00,0.00
574,0.00,0.01,0.00,0.05,0.00,0.05,0.00,0.01
575,0.00,0.03,0.00,0.05,0.00,0.04,0.00,0.00
576,0.00,0.02,0.00,0.06,0.00,0.05,0.00,0.00
577,0.00,0.04,0.00,0.09,0.00,0.01,0.00,0.00
578,0.00,0.04,0.00,0.11,0.00,0.00,0.00,0.00
579,0.00,0.02,0.00,0.17,0.00,0.02,0.00,0.00
580,0.00,0.01,0.00,0.13,0.00,0.04,0.00,0.00
581,0.00,0.01,0.00,0.12,0.00,0.06,0.00,0.00
582,0.00,0.01,0.00,0.07,0.00,0.07,0.00,0.00
583,0.00,0.03,0.00,0.05,0.00,0.06,0.00,0.00
584,0.00,0.02,0.00,0.08,0.00,0.05,0.00,0.00
585,0.00,0.02,0.00,0.07,0.00,0.05,0.00,0.00
586,0.00,0.03,0.00,0.07,0.00,0.05,0.00,0.04
587,0.00,0.01,0.00,0.09,0.00,0.07,0.00,0.02
588,0.00,0.05,0.00,0.08,0.00,0.05,0.00,0.04
589,0.00,0.05,0.00,0.09,0.00,0.05,0.00,0.05
590,0.00,0.05,0.00,0.09,0.00,0.06,0.00,0.11
591,0.00,0.03,0.00,0.08,0.00,0.07,0.00,0.06
592,0.00,0.03,0.00,0.09,0.00,0.07,0.00,0.02
593,0.00,0.05,0.00,0.08,0.00,0.04,0.00,0.01
594,0.00,0.06,0.00,0.05,0.00,0.06,0.00,0.05
595,0.00,0.06,0.00,0.04,0.00,0.08,0.00,0.04
596,0.00,0.04,0.00,0.03,0.00,0.07,0.00,0.04
597,0.00,0.05,0.00,0.02,0.00,0.06,0.00,0.04
598,0.00,0.04,0.00,0.05,0.00,0.07,0.00,0.00
599,0.00,0.05,0.00,0.04,0.00,0.04,0.00,0.01
600,0.00,0.04,0.00,0.02,0.00,0.03,0.00,0.00
601,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.03
602,0.00,0.03,0.00,0.04,0.00,0.00,0.00,0.00
603,0.00,0.04,0.00,0.02,0.00,0.02,0.00,0.01
604,0.00,0.05,0.00,0.00,0.00,0.04,0.00,0.02
605,0.00,0.03,0.00,0.00,0.00,0.02,0.00,0.01
606,0.00,0.05,0.00,0.00,0.00,0.07,0.00,0.00
607,0.00,0.04,0.00,0.00,0.00,0.08,0.00,0.00
608,0.00,0.05,0.00,0.02,0.00,0.08,0.00,0.00
609,0.00,0.04,0.00,0.04,0.00,0.05,0.00,0.00
610,0.00,0.07,0.00,0.02,0.00,0.02,0.00,0.00
611,0.00,0.07,0.00,0.02,0.00,0.03,0.00,0.00
612,0.00,0.06,0.00,0.04,0.00,0.04,0.00,0.00
613,0.00,0.07,0.00,0.06,0.00,0.06,0.00,0.01
614,0.00,0.08,0.00,0.06,0.00,0.09,0.00,0.03
615,0.00,0.09,0.00,0.05,0.00,0.10,0.00,0.04
616,0.00,0.09,0.00,0.03,0.00,0.10,0.00,0.06
617,0.00,0.10,0.00,0.05,0.00,0.10,0.00,0.05
618,0.00,0.12,0.00,0.06,0.00,0.09,0.00,0.05
619,0.00,0.12,0.00,0.09,0.00,0.07,0.00,0.07
620,0.00,0.15,0.00,0.07,0.00,0.06,0.00,0.06
621,0.00,0.11,0.00,0.09,0.00,0.07,0.00,0.07
622,0.00,0.08,0.00,0.09,0.00,0.06,0.00,0.03
623,0.00,0.04,0.00,0.08,0.00,0.03,0.00,0.04
624,0.00,0.02,0.00,0.09,0.00,0.03,0.00,0.04
625,0.00,0.00,0.00,0.07,0.00,0.07,0.00,0.10
626,0.00,0.02,0.00,0.02,0.00,0.08,0.00,0.07
627,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.03
628,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.04
629,0.00,0.00,0.00,0.03,0.00,0.09,0.00,0.03
630,0.00,0.01,0.00,0.02,0.00,0.08,0.00,0.01
631,0.00,0.00,0.00,0.01,0.00,0.05,0.00,0.00
632,0.00,0.00,0.00,0.02,0.00,0.04,0.00,0.00
633,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00
634,0.00,0.04,0.00,0.08,0.00,0.00,0.00,0.02
635,0.00,0.06,0.00,0.09,0.00,0.00,0.00,0.02
636,0.00,0.04,0.00,0.06,0.00,0.01,0.00,0.04
637,0.00,0.06,0.00,0.07,0.00,0.00,0.00,0.00
638,0.00,0.08,0.00,0.09,0.00,0.00,0.00,0.00
639,0.00,0.08,0.00,0.13,0.00,0.00,0.00,0.01
640,0.00,0.08,0.00,0.08,0.00,0.01,0.00,0.04
641,0.00,0.06,0.00,0.07,0.00,0.03,0.00,0.06
642,0.00,0.08,0.00,0.08,0.00,0.06,0.00,0.07
643,0.00,0.08,0.00,0.06,0.00,0.05,0.00,0.04
644,0.00,0.08,0.00,0.07,0.00,0.05,0.00,0.08
645,0.00,0.06,0.00,0.05,0.00,0.05,0.00,0.07
646,0.00,0.08,0.00,0.04,0.00,0.05,0.00,0.03
647,0.00,0.08,0.00,0.03,0.00,0.06,0.00,0.03
648,0.00,0.07,0.00,0.06,0.00,0.05,0.00,0.05
649,0.00,0.06,0.00,0.04,0.00,0.05,0.00,0.02
650,0.00,0.02,0.00,0.03,0.00,0.06,0.00,0.03
651,0.00,0.01,0.00,0.01,0.00,0.08,0.00,0.03
652,0.00,0.01,0.00,0.03,0.00,0.07,0.00,0.04
653,0.00,0.00,0.00,0.04,0.00,0.05,0.00,0.06
654,0.00,0.00,0.00,0.07,0.00,0.04,0.00,0.04
655,0.00,0.00,0.00,0.06,0.00,0.03,0.00,0.04
656,0.00,0.03,0.00,0.06,0.00,0.01,0.00,0.04
657,0.00,0.03,0.00,0.04,0.00,0.03,0.00,0.05
658,0.00,0.04,0.00,0.05,0.00,0.05,0.00,0.06
659,0.00,0.07,0.00,0.02,0.00,0.04,0.00,0.08
660,0.00,0.08,0.00,0.00,0.00,0.02,0.00,0.09
661,0.00,0.08,0.00,0.00,0.00,0.05,0.00,0.08
662,0.00,0.07,0.00,0.00,0.00,0.04,0.00,0.02
663,0.00,0.07,0.00,0.00,0.00,0.04,0.00,0.03
664,0.00,0.04,0.00,0.00,0.00,0.04,0.00,0.03
665,0.00,0.04,0.00,0.00,0.00,0.05,0.00,0.07
666,0.00,0.05,0.00,0.00,0.00,0.01,0.00,0.08
667,0.00,0.07,0.00,0.00,0.00,0.03,0.00,0.07
668,0.00,0.07,0.00,0.00,0.00,0.04,0.00,0.06
669,0.00,0.07,0.00,0.00,0.00,0.04,0.00,0.06
670,0.00,0.07,0.00,0.02,0.00,0.06,0.00,0.04
671,0.00,0.06,0.00,0.04,0.00,0.04,0.00,0.03
672,0.00,0.03,0.00,0.02,0.00,0.08,0.00,0.02
673,0.00,0.02,0.00,0.02,0.00,0.08,0.00,0.00
674,0.00,0.04,0.00,0.06,0.00,0.08,0.00,0.01
675,0.00,0.06,0.00,0.05,0.00,0.06,0.00,0.01
676,0.00,0.06,0.00,0.06,0.00,0.06,0.00,0.00
677,0.00,0.10,0.00,0.04,0.00,0.07,0.00,0.00
678,0.00,0.06,0.00,0.00,0.00,0.04,0.00,0.00
679,0.00,0.04,0.00,0.00,0.00,0.02,0.00,0.00
680,0.00,0.02,0.00,0.01,0.00,0.04,0.00,0.00
681,0.00,0.04,0.00,0.01,0.00,0.06,0.00,0.00
682,0.00,0.08,0.00,0.01,0.00,0.05,0.00,0.00
683,0.00,0.09,0.00,0.00,0.00,0.05,0.00,0.00
684,0.00,0.07,0.00,0.00,0.00,0.06,0.00,0.00
685,0.00,0.11,0.00,0.00,0.00,0.03,0.00,0.00
686,0.00,0.06,0.00,0.00,0.00,0.06,0.00,0.00
687,0.00,0.07,0.00,0.02,0.00,0.04,0.00,0.00
688,0.00,0.05,0.00,0.00,0.00,0.03,0.00,0.01
689,0.00,0.05,0.00,0.00,0.00,0.03,0.00,0.02
690,0.00,0.05,0.00,0.03,0.00,0.02,0.00,0.06
691,0.00,0.07,0.00,0.04,0.00,0.02,0.00,0.05
692,0.00,0.07,0.00,0.06,0.00,0.00,0.00,0.05
693,0.00,0.07,0.00,0.04,0.00,0.02,0.00,0.01
694,0.00,0.06,0.00,0.02,0.00,0.05,0.00,0.00
695,0.00,0.07,0.00,0.00,0.00,0.04,0.00,0.00
696,0.00,0.06,0.00,0.02,0.00,0.03,0.00,0.00
697,0.00,0.07,0.00,0.03,0.00,0.02,0.00,0.00
698,0.00,0.06,0.00,0.05,0.00,0.07,0.00,0.00
699,0.00,0.04,0.00,0.04,0.00,0.06,0.00,0.02
700,0.00,0.03,0.00,0.02,0.00,0.08,0.00,0.00
701,0.00,0.03,0.00,0.00,0.00,0.06,0.00,0.00
702,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.01
703,0.00,0.14,0.00,0.03,0.00,0.00,0.00,0.01
704,0.00,0.10,0.00,0.00,0.00,0.01,0.00,0.00
705,0.00,0.08,0.00,0.00,0.00,0.01,0.00,0.00
706,0.00,0.12,0.00,0.00,0.00,0.02,0.00,0.00
707,0.00,0.07,0.00,0.00,0.00,0.02,0.00,0.00
708,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00
709,0.00,0.06,0.00,0.01,0.00,0.00,0.00,0.00
710,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.04
711,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.03
712,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.03
713,0.00,0.02,0.00,0.03,0.00,0.04,0.00,0.04
714,0.00,0.04,0.00,0.06,0.00,0.04,0.00,0.03
715,0.00,0.07,0.00,0.06,0.00,0.06,0.00,0.02
716,0.00,0.08,0.00,0.06,0.00,0.08,0.00,0.01
717,0.00,0.08,0.00,0.06,0.00,0.06,0.00,0.00
718,0.00,0.06,0.00,0.09,0.00,0.07,0.00,0.00
719,0.00,0.09,0.00,0.10,0.00,0.04,0.00,0.00
720,0.00,0.11,0.00,0.09,0.00,0.08,0.00,0.00
721,0.00,0.13,0.00,0.07,0.00,0.08,0.00,0.00
722,0.00,0.07,0.00,0.07,0.00,0.06,0.00,0.00
723,0.00,0.06,0.00,0.08,0.00,0.06,0.00,0.00
724,0.00,0.08,0.00,0.06,0.00,0.07,0.00,0.00
725,0.00,0.08,0.00,0.07,0.00,0.06,0.00,0.00
726,0.00,0.05,0.00,0.05,0.00,0.07,0.00,0.00
727,0.00,0.05,0.00,0.05,0.00,0.05,0.00,0.00
728,0.00,0.06,0.00,0.04,0.00,0.04,0.00,0.00
729,0.00,0.03,0.00,0.04,0.00,0.02,0.00,0.00
730,0.00,0.01,0.00,0.03,0.00,0.05,0.00,0.04
731,0.00,0.00,0.00,0.06,0.00,0.07,0.00,0.02
732,0.00,0.00,0.00,0.06,0.00,0.05,0.00,0.05
733,0.00,0.00,0.00,0.03,0.00,0.05,0.00,0.02
734,0.00,0.05,0.00,0.04,0.00,0.08,0.00,0.03
735,0.00,0.06,0.00,0.04,0.00,0.08,0.00,0.03
736,0.00,0.05,0.00,0.07,0.00,0.07,0.00,0.05
737,0.00,0.03,0.00,0.06,0.00,0.03,0.00,0.04
738,0.00,0.02,0.00,0.00,0.00,0.03,0.00,0.02
739,0.00,0.01,0.00,0.00,0.00,0.06,0.00,0.04
740,0.00,0.01,0.00,0.03,0.00,0.07,0.00,0.02
741,0.00,0.01,0.00,0.06,0.00,0.06,0.00,0.00
742,0.00,0.05,0.00,0.04,0.00,0.06,0.00,0.03
743,0.00,0.05,0.00,0.04,0.00,0.07,0.00,0.03
744,0.00,0.07,0.00,0.05,0.00,0.06,0.00,0.00
745,0.00,0.07,0.00,0.06,0.00,0.05,0.00,0.00
746,0.00,0.07,0.00,0.02,0.00,0.06,0.00,0.01
747,0.00,0.05,0.00,0.03,0.00,0.03,0.00,0.02
748,0.00,0.06,0.00,0.04,0.00,0.05,0.00,0.01
749,0.00,0.07,0.00,0.05,0.00,0.07,0.00,0.01
750,0.00,0.07,0.00,0.08,0.00,0.08,0.00,0.00
751,0.00,0.09,0.00,0.09,0.00,0.07,0.00,0.00
752,0.00,0.09,0.00,0.07,0.00,0.07,0.00,0.00
753,0.00,0.10,0.00,0.09,0.00,0.10,0.00,0.00
754,0.00,0.10,0.00,0.08,0.00,0.11,0.00,0.01
755,0.00,0.10,0.00,0.09,0.00,0.12,0.00,0.01
756,0.00,0.10,0.00,0.08,0.00,0.11,0.00,0.00
757,0.00,0.10,0.00,0.09,0.00,0.10,0.00,0.01
758,0.00,0.07,0.00,0.07,0.00,0.07,0.00,0.01
759,0.00,0.08,0.00,0.06,0.00,0.06,0.00,0.02
760,0.00,0.07,0.00,0.08,0.00,0.05,0.00,0.00
761,0.00,0.09,0.00,0.05,0.00,0.04,0.00,0.03
762,0.00,0.10,0.00,0.04,0.00,0.00,0.00,0.00
763,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.01
764,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.02
765,0.00,0.09,0.00,0.01,0.00,0.00,0.00,0.02
766,0.00,0.09,0.00,0.02,0.00,0.03,0.00,0.00
767,0.00,0.08,0.00,0.02,0.00,0.03,0.00,0.00
768,0.00,0.05,0.00,0.02,0.00,0.04,0.00,0.05
769,0.00,0.02,0.00,0.02,0.00,0.03,0.00,0.05
770,0.00,0.04,0.00,0.01,0.00,0.01,0.00,0.03
771,0.00,0.04,0.00,0.04,0.00,0.04,0.00,0.01
772,0.00,0.07,0.00,0.01,0.00,0.04,0.00,0.04
773,0.00,0.08,0.00,0.02,0.00,0.01,0.00,0.01
774,0.00,0.09,0.00,0.03,0.00,0.00,0.00,0.02
775,0.00,0.09,0.00,0.03,0.00,0.00,0.00,0.02
776,0.00,0.09,0.00,0.04,0.00,0.00,0.00,0.01
777,0.00,0.08,0.00,0.01,0.00,0.01,0.00,0.00
778,0.00,0.10,0.00,0.01,0.00,0.01,0.00,0.01
779,0.00,0.09,0.00,0.01,0.00,0.00,0.00,0.01
780,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
781,0.00,0.06,0.00,0.03,0.00,0.00,0.00,0.01
782,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.02
783,0.00,0.11,0.00,0.02,0.00,0.02,0.00,0.00
784,0.00,0.14,0.00,0.03,0.00,0.05,0.00,0.00
785,0.00,0.09,0.00,0.05,0.00,0.03,0.00,0.02
786,0.00,0.10,0.00,0.08,0.00,0.02,0.00,0.03
787,0.00,0.09,0.00,0.09,0.00,0.01,0.00,0.04
788,0.00,0.09,0.00,0.07,0.00,0.04,0.00,0.06
789,0.00,0.06,0.00,0.08,0.00,0.07,0.00,0.04
790,0.00,0.06,0.00,0.04,0.00,0.06,0.00,0.02
791,0.00,0.03,0.00,0.06,0.00,0.08,0.00,0.02
792,0.00,0.05,0.00,0.05,0.00,0.07,0.00,0.00
793,0.00,0.08,0.00,0.03,0.00,0.09,0.00,0.03
794,0.00,0.09,0.00,0.00,0.00,0.08,0.00,0.02
795,0.00,0.14,0.00,0.00,0.00,0.10,0.00,0.06
796,0.00,0.08,0.00,0.00,0.00,0.08,0.00,0.07
797,0.00,0.08,0.00,0.05,0.00,0.10,0.00,0.06
798,0.00,0.09,0.00,0.06,0.00,0.11,0.00,0.00
799,0.00,0.08,0.00,0.06,0.00,0.10,0.00,0.00
800,0.00,0.07,0.00,0.06,0.00,0.09,0.00,0.03
801,0.00,0.02,0.00,0.04,0.00,0.06,0.00,0.05
802,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.02
803,0.00,0.00,0.00,0.02,0.00,0.05,0.00,0.01
804,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.04
805,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.01
806,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.03
807,0.00,0.05,0.00,0.00,0.00,0.02,0.00,0.00
808,0.00,0.05,0.00,0.00,0.00,0.03,0.00,0.00
809,0.00,0.07,0.00,0.00,0.00,0.04,0.00,0.00
